id,name,type,description,prerequisites,prerequisite_feats,benefit,normal,special,source,fulltext,teamwork,critical,grit,style,performance,racial,companion_familiar,race_name,note,goal,completion_benefit,multiples,suggested_traits,prerequisite_skills,panache,betrayal,targeting,esoteric,stare,weapon_mastery,item_mastery
29,Craft Staff,Item Creation,You can create magic staves.,Caster level 11th.,,"You can create any staff whose prerequisites you meet. Crafting a staff takes 1 day for each 1,000 gp in its base price. To craft a staff, you must use up raw materials costing half of its base price. A newly created staff has 10 charges. See the magic item creation rules in Chapter 15 for more information.",,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Craft Staff (Item Creation)</p><div style=""clear: both;""></div></div><div><h5>You can create magic staves.<h5><b>Prerequisites: </b>Caster level 11th.</h5><h5><b>Benefit: </b>You can create any staff whose prerequisites you meet. Crafting a staff takes 1 day for each 1,000 gp in its base price. To craft a staff, you must use up raw materials costing half of its base price. A newly created staff has 10 charges. See the magic item creation rules in Chapter 15 for more information.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0
30,Craft Wondrous Item,Item Creation,"You can create wondrous items, a type of magic item.",Caster level 3rd.,,"You can create a wide variety of magic wondrous items. Crafting a wondrous item takes 1 day for each 1,000 gp in its price. To create a wondrous item, you must use up raw materials costing half of its base price. See the magic item creation rules in Chapter 15 for more information. You can also mend a broken or destroyed wondrous item if it is one that you could make. Doing so costs half the raw materials and half the time it would take to craft that item.",,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Craft Wondrous Item (Item Creation)</p><div style=""clear: both;""></div></div><div><h5>You can create wondrous items, a type of magic item.<h5><b>Prerequisites: </b>Caster level 3rd.</h5><h5><b>Benefit: </b>You can create a wide variety of magic wondrous items. Crafting a wondrous item takes 1 day for each 1,000 gp in its price. To create a wondrous item, you must use up raw materials costing half of its base price. See the magic item creation rules in Chapter 15 for more information. You can also mend a broken or destroyed wondrous item if it is one that you could make. Doing so costs half the raw materials and half the time it would take to craft that item.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0
31,Critical Focus,Combat,You are trained in the art of causing pain.,Base attack bonus +9.,,You receive a +4 circumstance bonus on attack rolls made to confirm critical hits.,,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Critical Focus (Combat)</p><div style=""clear: both;""></div></div><div><h5>You are trained in the art of causing pain.<h5><b>Prerequisites: </b>Base attack bonus +9.</h5><h5><b>Benefit: </b>You receive a +4 circumstance bonus on attack rolls made to confirm critical hits.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0
32,Critical Mastery,Combat,Your critical hits cause two additional effects.,"Critical Focus, any two critical feats, 14th-level fighter.",Critical Focus,"When you score a critical hit, you can apply the effects of two critical feats in addition to the damage dealt.",You can only apply the effects of one critical feat to a given critical hit in addition to the damage dealt.,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Critical Mastery (Combat)</p><div style=""clear: both;""></div></div><div><h5>Your critical hits cause two additional effects.<h5><b>Prerequisites: </b>Critical Focus, any two critical feats, 14th-level fighter.</h5><h5><b>Benefit: </b>When you score a critical hit, you can apply the effects of two critical feats in addition to the damage dealt.</h5><h5><b>Normal: </b>You can only apply the effects of one critical feat to a given critical hit in addition to the damage dealt.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0
33,Dazzling Display,Combat,Your skill with your favored weapon can frighten enemies.,"Weapon Focus, proficiency with the selected weapon.",Weapon Focus,"While wielding the weapon in which you have Weapon Focus, you can perform a bewildering show of prowess as a full-round action. Make an Intimidate check to demoralize all foes within 30 feet who can see your display.",,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Dazzling Display (Combat)</p><div style=""clear: both;""></div></div><div><h5>Your skill with your favored weapon can frighten enemies.<h5><b>Prerequisites: </b>Weapon Focus, proficiency with the selected weapon.</h5><h5><b>Benefit: </b>While wielding the weapon in which you have Weapon Focus, you can perform a bewildering show of prowess as a full-round action. Make an Intimidate check to demoralize all foes within 30 feet who can see your display.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0
34,Deadly Aim,Combat,"You can make exceptionally deadly ranged attacks by pinpointing a foe's weak spot, at the expense of making the attack less likely to succeed.","Dex 13, base attack bonus +1.",,"You can choose to take a -1 penalty on all ranged attack rolls to gain a +2 bonus on all ranged damage rolls. When your base attack bonus reaches +4, and every +4 thereafter, the penalty increases by -1 and the bonus to damage increases by +2. You must choose to use this feat before making an attack roll and its effects last until your next turn. The bonus damage does not apply to touch attacks or effects that do not deal hit point damage.",,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Deadly Aim (Combat)</p><div style=""clear: both;""></div></div><div><h5>You can make exceptionally deadly ranged attacks by pinpointing a foe's weak spot, at the expense of making the attack less likely to succeed.<h5><b>Prerequisites: </b>Dex 13, base attack bonus +1.</h5><h5><b>Benefit: </b>You can choose to take a -1 penalty on all ranged attack rolls to gain a +2 bonus on all ranged damage rolls. When your base attack bonus reaches +4, and every +4 thereafter, the penalty increases by -1 and the bonus to damage increases by +2. You must choose to use this feat before making an attack roll and its effects last until your next turn. The bonus damage does not apply to touch attacks or effects that do not deal hit point damage.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0
35,Deadly Stroke,Combat,"With a well-placed strike, you can bring a swift and painful end to most foes.","Dazzling Display, Greater Weapon Focus, Shatter Defenses, Weapon Focus, proficiency with the selected weapon, base attack bonus +11.","Dazzling Display, Greater Weapon Focus, Shatter Defenses, Weapon Focus","As a standard action, make a single attack with the weapon for which you have Greater Weapon Focus against a stunned or flat-footed opponent. If you hit, you deal double the normal damage and the target takes 1 point of Constitution bleed (see Appendix 2). The additional damage and bleed is not multiplied on a critical hit.",,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Deadly Stroke (Combat)</p><div style=""clear: both;""></div></div><div><h5>With a well-placed strike, you can bring a swift and painful end to most foes.<h5><b>Prerequisites: </b>Dazzling Display, Greater Weapon Focus, Shatter Defenses, Weapon Focus, proficiency with the selected weapon, base attack bonus +11.</h5><h5><b>Benefit: </b>As a standard action, make a single attack with the weapon for which you have Greater Weapon Focus against a stunned or flat-footed opponent. If you hit, you deal double the normal damage and the target takes 1 point of Constitution bleed (see Appendix 2). The additional damage and bleed is not multiplied on a critical hit.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0
36,Deafening Critical,Combat,Your critical hits cause enemies to lose their hearing.,"Critical Focus, base attack bonus +13.",Critical Focus,"Whenever you score a critical hit against an opponent, the victim is permanently deafened. A successful Fortitude save reduces the deafness to 1 round. The DC of this Fortitude save is equal to 10 + your base attack bonus. This feat has no effect on deaf creatures. This deafness can be cured by heal, regeneration, remove deafness, or a similar ability.",,You can only apply the effects of one critical feat to a given critical hit unless you possess Critical Mastery.,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Deafening Critical (Combat, Critical)</p><div style=""clear: both;""></div></div><div><h5>Your critical hits cause enemies to lose their hearing.<h5><b>Prerequisites: </b>Critical Focus, base attack bonus +13.</h5><h5><b>Benefit: </b>Whenever you score a critical hit against an opponent, the victim is permanently deafened. A successful Fortitude save reduces the deafness to 1 round. The DC of this Fortitude save is equal to 10 + your base attack bonus. This feat has no effect on deaf creatures. This deafness can be cured by <i>heal</i>, <i>regeneration</i>, <i>remove deafness</i>, or a similar ability.</h5><h5><b>Special: </b>You can only apply the effects of one critical feat to a given critical hit unless you possess Critical Mastery.</h5></div>",0,1,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0
37,Deceitful,General,"You are skilled at deceiving others, both with the spoken word and with physical disguises.",,,"You get a +2 bonus on all Bluff and Disguise skill checks. If you have 10 or more ranks in one of these skills, the bonus increases to +4 for that skill.",,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Deceitful</p><div style=""clear: both;""></div></div><div><h5>You are skilled at deceiving others, both with the spoken word and with physical disguises.<h5><b>Benefit: </b>You get a +2 bonus on all Bluff and Disguise skill checks. If you have 10 or more ranks in one of these skills, the bonus increases to +4 for that skill.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0
38,Defensive Combat Training,Combat,You excel at defending yourself from all manner of combat maneuvers.,,,You treat your total Hit Dice as your base attack bonus when calculating your Combat Maneuver Defense (see Chapter 8).,,,PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Defensive Combat Training (Combat)</p><div style=""clear: both;""></div></div><div><h5>You excel at defending yourself from all manner of combat maneuvers.<h5><b>Benefit: </b>You treat your total Hit Dice as your base attack bonus when calculating your Combat Maneuver Defense (see Chapter 8).</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0
